"id";"tgturl";"jsonfile";"pubdate"
"44";"https://niatbanget.com/9-tempat-wisata-di-surabaya-paling-hits/";"wisata hits surabaya-1598368144.json";NULL
"45";"https://wisatapro.com/tempat-wisata-di-surabaya-terbaru/";"wisata hits surabaya-1598368144.json";"2018-07-13T13:03:10+00:00"
"46";"http://www.marijalan.com/2019/08/destinasi-wisata-surabaya-paling-hits";"wisata hits surabaya-1598368144.json";NULL
"47";"https://lifepal.co.id/media/20-tempat-wisata-di-surabaya-kekinian/";"wisata hits surabaya-1598368144.json";"2019-04-13T08:00:59+07:00"
"48";"https://blog.airyrooms.com/destinasi/lucid-dream-surabaya/";"wisata hits surabaya-1598368144.json";"2020-01-10T07:39:41+00:00"
"49";"https://www.sepulsa.com/blog/tempat-wisata-surabaya";"wisata hits surabaya-1598368144.json";"2017-06-13T08:26:47+00:00"
"50";"https://www.anekawisataseru.net/tempat-wisata-di-surabaya-terbaru/";"wisata hits surabaya-1598368144.json";"2020-01-04T13:06:40+00:00"
"51";"https://www.isletmeoyunlari.com/2020/08/5-tempat-wisata-surabaya-yang-hits-di";"wisata hits surabaya-1598368144.json";NULL
"52";"https://aslilokal.pegipegi.com/city/Surabaya-IDN.SBY/";"wisata hits surabaya-1598368144.json";NULL
"53";"https://informazone.com/tempat-wisata-surabaya/";"wisata hits surabaya-1598368144.json";"2020-01-06T08:55:44+00:00"
"54";"https://www.instagram.com/wisata_rasa/";"wisata hits surabaya-1598368144.json";NULL
"55";"https://www.nongki.net/10-tempat-wisata-kuliner-paling-hits-di-surabaya/";"wisata hits surabaya-1598368144.json";"2019-10-30T07:57:08+00:00"
"56";"https://www.facebook.com/650650708718917/videos/wisata-alam-di-surabaya-yang-lagi-hits-banget/412281445991947/";"wisata hits surabaya-1598368144.json";NULL
"57";"https://kreativv.com/travel/destinasi-wisata-surabaya/";"wisata hits surabaya-1598368144.json";"2020-01-27T07:39:44+07:00"
"58";"https://www.tripzilla.id/wisata-di-madura/5767";"wisata hits surabaya-1598368144.json";"2020-03-02T01:00:03+00:00"
"59";"https://tribunjatimtravel.tribunnews.com/2020/02/25/rute-dan-waktu-terbaik-ke-ranu-manduro-wisata-yang-lagi-hits-di-ngoro-mojokerto";"wisata hits surabaya-1598368144.json";NULL
"60";"https://blog.pergi.com/wisata-keluarga-murah-ke-pantai-kenjeran-surabaya-saja/";"wisata hits surabaya-1598368144.json";"2018-11-30T11:00:52+00:00"
"61";"https://suaramuslim.net/ini-tempat-wisata-hits-di-surabaya/";"wisata hits surabaya-1598368144.json";"2017-11-17T12:00:53+00:00"
"62";"https://www.wisatain.com/2019/11/6-spot-wisata-populer-surabaya-yang";"wisata hits surabaya-1598368144.json";NULL
"63";"https://penginapan.net/tempat-nongkrong-outdoor-hits-kekinian-di-kota-surabaya/";"wisata hits surabaya-1598368144.json";NULL
"64";"https://hariliburnasional.com/5-tempat-wisata-di-surabaya-paling-hits/5-tempat-wisata-di-surabaya-paling-hits-wajib-dikunjungi-600-x-322/";"wisata hits surabaya-1598368144.json";NULL
"65";"http://www.surabayapagi.com:16000/read/10-destinasi-wisata-hits-tahun-2018";"wisata hits surabaya-1598368144.json";NULL
"66";"https://bisniswisata.co.id/surabaya-tawarkan-wisata-air-redakan-udara-panas/";"wisata hits surabaya-1598368144.json";NULL
"67";"https://destinasiku.com/tempat-wisata-di-surabaya/";"wisata hits surabaya-1598368144.json";NULL
"68";"https://portaljember.pikiran-rakyat.com/pariwisata/pr-16681660/5-destinasi-wisata-cianjur-yang-sedang-hits-yang-nomor-2-sangat-instagramable";"wisata hits surabaya-1598368144.json";"2020-08-21T19:31:59+07:00"
"69";"https://id-blog.zenrooms.com/6-tempat-hits-yang-harus-dikunjungi-di-surabaya/";"wisata hits surabaya-1598368144.json";NULL
"70";"https://etrans.id/tag/wisata-hits-2018/";"wisata hits surabaya-1598368144.json";NULL
"71";"https://sewabussurabaya.com/paket-wisata-surabaya/";"wisata hits surabaya-1598368144.json";NULL
"72";"https://blog.tripcetera.com/id/cafe-24-jam-surabaya/";"wisata hits surabaya-1598368144.json";"2019-07-22T07:00:58+00:00"
"73";"https://www.nativeindonesia.com/tempat-wisata-pacet/";"wisata hits surabaya-1598368144.json";"2019-10-25T06:45:55+07:00"
"74";"https://www.primadaily.com/2020/03/6-tempat-wisata-yang-lagi-hits-di-surabaya/443/";"wisata hits surabaya-1598368144.json";"2020-03-11T11:16:48+00:00"
"75";"https://tempatwisataunik.com/wisata-indonesia/jawa-timur/spot-foto-malam-hari-di-surabaya";"wisata hits surabaya-1598368144.json";"2018-02-18T04:25:05+00:00"
"76";"https://yukpigi.com/9-tempat-wisata-baru-di-surabaya-tetap-hits.sfr";"wisata hits surabaya-1598368144.json";NULL
"77";"https://www.17sekians.com/10-tempat-wisata-hits-di-di-tengah-surabaya-terupdate-2019/";"wisata hits surabaya-1598368144.json";"2019-01-13T23:16:50+00:00"
"78";"https://www.seva.id/blog/tempat-wisata-legendaris-wajib-dikunjungi-di-surabaya/";"wisata hits surabaya-1598368144.json";"2019-01-16T09:15:05+07:00"
"79";"http://ngetripkuliner.over-blog.com/2019/03/7-wisata-paling-hits-yang-wajib-dikunjungi-di-surabaya";"wisata hits surabaya-1598368144.json";NULL
"80";"http://www.bicarapenting.com/2019/11/top-3-surabaya-7-wisata-kuliner";"wisata hits surabaya-1598368144.json";NULL
"81";"https://rentcarsby.com/pantai-ria-kenjeran-park-tempat-wisata-pantai-hits-di-surabaya/";"wisata hits surabaya-1598368144.json";"2019-12-03T00:33:29+07:00"
"82";"https://wisatadestinasi.com/wisata-kenjeran-park-surabaya/";"wisata hits surabaya-1598368144.json";"2019-08-09T13:40:10+00:00"
"83";"https://blog.jadipergi.com/ini-5-tempat-wisata-di-surabaya/";"wisata hits surabaya-1598368144.json";"2019-06-25T16:17:17+07:00"
"84";"https://apapikirnya.blogspot.com/2019/12/6-rekomendasi-wisata-hits-di-surabaya";"wisata hits surabaya-1598368144.json";NULL
"85";"http://www.wisataoke.com/2019/08/tempat-wisata-kuliner-di-surabaya";"wisata hits surabaya-1598368144.json";NULL
"86";"https://web.lintaslampung.com/5-tempat-wisata-paling-hits-di-surabaya";"wisata hits surabaya-1598368144.json";NULL
"87";"https://wisatawan.id/tempat-wisata-di-surabaya/";"wisata hits surabaya-1598368144.json";"2019-07-04T14:31:32+07:00"
"88";"https://borneochannel.com/tempat-wisata-di-surabaya/";"wisata hits surabaya-1598368144.json";"2019-03-19T11:53:42+00:00"
"89";"https://daihatsu.co.id/tips-and-event/tips-sahabat/detail-content/tak-hanya-baturraden-ini-deretan-tempat-wisata-di-purwokerto-yang-tidak-kalah-hits";"wisata hits surabaya-1598368144.json";NULL
"90";"https://ngadem.com/6-tempat-wisata-surabaya-yang-cucok-buat-ngadem/";"wisata hits surabaya-1598368144.json";"2016-04-01T07:24:16+00:00"
"91";"https://infosurabaya.com/tempat-wisata-surabaya-terbaru/";"wisata hits surabaya-1598368144.json";"2019-06-18T12:14:03+07:00"
"92";"https://swara.tunaiku.com/gayahidup/jalan-jalan/10-tempat-wisata-di-surabaya-yang-lagi-hits";"wisata hits surabaya-1598368144.json";"2018-01-06T01:05:23+00:00"
"93";"https://lifestyle.okezone.com/read/2018/11/29/406/1984284/surabaya-rasa-jepang-bertabur-bunga-tabebuya-yang-lagi-hits-di-medsos";"wisata hits surabaya-1598368144.json";"2018-11-29T00:48:15+07:00"
"94";"https://halloindo.com/detik/2020/03/12/10-tempat-wisata-surabaya-yang-hits-dan-wajib-dikunjungi";"wisata hits surabaya-1598368144.json";NULL
"95";"https://www.cermati.com/artikel/tempat-wisata-di-surabaya-yang-paling-asyik-untuk-liburan";"wisata hits surabaya-1598368144.json";NULL
"96";"https://www.skyscanner.co.id/berita/7-tempat-menarik-yang-wajib-dikunjungi-di-surabaya";"wisata hits surabaya-1598368144.json";"2016-08-28T17:30:00+00:00"
"97";"https://www.gardenpalacehotel.co.id/post/dua-icon-baru-surabaya-yang-hits-dikalangan-millennial";"wisata hits surabaya-1598368144.json";"2018-12-07T03:56:07.756Z"
"98";"https://p2tel.or.id/2019/02/tempat-wisata-surabaya-yang-hits/";"wisata hits surabaya-1598368144.json";NULL
"99";"https://phinemo.com/11-spot-foto-di-surabaya-yang-instagramable/";"wisata instagramable surabaya-1598368175.json";"2017-09-11T06:23:38+07:00"
"100";"https://wisatalengkap.com/tempat-wisata-di-surabaya-terbaru/";"wisata instagramable surabaya-1598368175.json";"2019-01-15T20:57:54+07:00"
"101";"https://www.idntimes.com/travel/destination/aida-fajriyatin-formaningrum/10-tempat-wisata-surabaya-yang-memiliki-spot-bak-luar-negeri-keren-c1c2";"wisata instagramable surabaya-1598368175.json";NULL
"102";"https://www.tribunnews.com/travel/2019/09/15/7-tempat-wisata-instagramable-di-surabaya-ini-bisa-dikunjungi-gratis-lho";"wisata instagramable surabaya-1598368175.json";NULL
"103";"https://surabaya.liputan6.com/read/4117061/6-tempat-wisata-gratis-di-surabaya-punya-spot-instagramable";"wisata instagramable surabaya-1598368175.json";"2019-11-22T14:55:34+07:00"
"104";"https://today.line.me/id/pc/article/7+Tempat+Wisata+Instagramable+di+Surabaya+Bisa+Dikunjungi+Gratis-6RVZgN";"wisata instagramable surabaya-1598368175.json";NULL
"105";"https://lazuva.com/wisata/tempat-wisata-surabaya-instagramable/";"wisata instagramable surabaya-1598368175.json";"2019-10-29T15:18:02+07:00"
"106";"https://news.detik.com/berita-jawa-timur/d-5140101/7-tempat-liburan-asyik-dan-instagramable-di-surabaya";"wisata instagramable surabaya-1598368175.json";NULL
"107";"http://global-news.co.id/2020/07/bozem-medokan-kini-jadi-spot-wisata-instagramable-di-surabaya/";"wisata instagramable surabaya-1598368175.json";"2020-07-24T13:55:55+00:00"
"108";"https://swara.tunaiku.com/gayahidup/jalan-jalan/10-spot-foto-ootd-terbaik-di-surabaya-keren-dan-instagramable";"wisata instagramable surabaya-1598368175.json";"2018-05-17T22:57:19+00:00"
"109";"https://www.urbanasia.com/berkunjung-ke-taman-mozaik-destinasi-wisata-instagramable-surabaya-U4646";"wisata instagramable surabaya-1598368175.json";NULL
"110";"https://selalu.id/bozem-medokan-spot-wisata-instagramable-di-surabaya-yang-layak-dikunjungi";"wisata instagramable surabaya-1598368175.json";"2020-07-24T20:11:00+0700"
"111";"https://www.tabloidpulsa.co.id/news/39771-instagramable-ini-5-tempat-wisata-bersejarah-unik-di-surabaya";"wisata instagramable surabaya-1598368175.json";NULL
"112";"https://www.batiqa.com/id/hotels/surabaya/read-article/mengapa-surabaya-semakin-diminati-wisatawan-domestik";"wisata instagramable surabaya-1598368175.json";NULL
"113";"https://sewamobilvip.com/hutan-bambu-surabaya/";"wisata instagramable surabaya-1598368175.json";"2020-01-17T00:30:47+00:00"
"114";"https://www.facebook.com/tripcanvas.indonesia/posts/3-jam-dari-surabaya-20-tempat-wisata-hits-di-kediri-dan-blitarditulis-oleh-riri-/1012186725645815/";"wisata instagramable surabaya-1598368175.json";NULL
"115";"https://beritakota.co.id/2019/11/05/5-destinasi-wisata-kekinian-di-surabaya-yang-instagramable/";"wisata instagramable surabaya-1598368175.json";NULL
"116";"https://mamikos.com/info/wisata-malam-surabaya-tempat-hunting/";"wisata instagramable surabaya-1598368175.json";"2019-11-25T01:45:48+00:00"
"117";"https://blog.tiket.com/spot-instagramable-surabaya/";"wisata instagramable surabaya-1598368175.json";"2019-09-17T07:23:43+00:00"
"118";"https://tempatwisataseru.com/21-tempat-wisata-di-jawa-timur-yang-wajib-dikunjungi/";"wisata instagramable surabaya-1598368175.json";"2015-11-10T02:36:46+00:00"
"119";"https://www.spesial.net/3608/wisata-surabaya/";"wisata instagramable surabaya-1598368175.json";"2019-08-28T11:48:22+00:00"
"120";"https://humas.surabaya.go.id/category/bangga-wali-kota-2/";"wisata instagramable surabaya-1598368175.json";NULL
"121";"https://beritabaik.id/read?editorialSlug=tempat-wisata&slug=1571710979494-warna-warni-taman-mozaik-tempat-rekreasi-baru-di-surabaya";"wisata instagramable surabaya-1598368175.json";NULL
"122";"https://www.tempatwisata.pro/wisata/Surabaya";"wisata instagramable surabaya-1598368175.json";NULL
"123";"https://lenteratoday.com/spot-instagramable-terbaru-di-eko-wisata-mangrove-surabaya/";"wisata instagramable surabaya-1598368175.json";"2020-07-25T14:00:48+00:00"
"124";"https://www.genpi.co/travel/54768/liburan-ke-surabaya-ini-3-tempat-wisata-yang-asyik-dan-kekinian";"wisata instagramable surabaya-1598368175.json";"2020-07-13T10:50:00Z"
"125";"https://kids.grid.id/tag/wisata";"wisata instagramable surabaya-1598368175.json";
"126";"https://jejakpiknik.com/taman-harmoni-surabaya/";"wisata instagramable surabaya-1598368175.json";NULL
"127";"https://www.ayanapunya.com/2019/12/tempat-wisata-di-surabaya-paling-instagramable";"wisata instagramable surabaya-1598368175.json";NULL
"128";"https://review.bukalapak.com/travel/tempat-wisata-alam-di-surabaya-106891";"wisata instagramable surabaya-1598368175.json";NULL
"129";"https://jatimtimes.com/baca/203155/20191018/125200/taman-mozaik-destinasi-wisata-bertema-warna-warni-yang-instagramable";"wisata instagramable surabaya-1598368175.json";"Fri, 18 Oct 2019 12:52:00 +0700"
"130";"http://www.metropolitan.id/2019/09/bisa-dikunjungi-gratis-7-tempat-wisata-instagramable-di-surabaya/";"wisata instagramable surabaya-1598368175.json";NULL
"131";"https://megapolitan.antaranews.com/nasional/berita/721246/abadikan-momen-terbaik-di-tempat-wisata-instagramable-surabaya-ini?utm_source=antaranews&utm_medium=nasional&utm_campaign=antaranews";"wisata instagramable surabaya-1598368175.json";NULL
"132";"https://svarga.news/tourism/object-activity/ipi-akan-gelar-gebyar-wisata-umkm-di-surabaya-pada-7-9-april-2020/";"wisata instagramable surabaya-1598368175.json";NULL
"133";"https://swaranews.co.id/2019/10/18/destinasi-wisata-taman-wisata-aktif-bertambah-di-kota-surabaya/";"wisata instagramable surabaya-1598368175.json";NULL
"134";"https://www.mainmain.id/r/4546/ini-empat-spot-liburan-low-budget-di-surabaya-dijamin-instagramable";"wisata instagramable surabaya-1598368175.json";NULL
"135";"https://kumparan.com/kumparantravel/7-destinasi-wisata-di-surabaya-yang-buatmu-serasa-di-luar-negeri-1rkpnnfqMsx";"wisata instagramable surabaya-1598368175.json";NULL
"136";"https://www.harianhaluan.com/news/detail/86235/enam-objek-wista-di-surabaya-ini-%C2%A0instagramabledan-gratis-pula";"wisata instagramable surabaya-1598368175.json";NULL
"137";"http://indonesiaraya.co.id/abadikan-momen-terbaik-di-tempat-wisata-instagramable-surabaya-ini/";"wisata instagramable surabaya-1598368175.json";"2018-06-26T01:50:59+00:00"
"138";"https://serbapromosi.co/29529-keren-dan-instagramable-tempat-wisata-bersejarah-unik-surabaya";"wisata instagramable surabaya-1598368175.json";NULL
"139";"https://yukpigi.com/taman-mozaik-taman-yang-instagramable-di-surabaya.sfr";"wisata instagramable surabaya-1598368175.json";NULL
"140";"https://travelingyuk.com/5-tempat-wisata-gratis-di-surabaya/258876";"wisata instagramable surabaya-1598368175.json";"2019-12-22UTC01:00:41"
"141";"https://blog.pergi.com/30-tempat-wisata-indonesia-yang-mirip-luar-negeri/";"wisata instagramable surabaya-1598368175.json";"2019-07-09T09:55:21+00:00"
"142";"https://bangdzul.com/tempat-wisata-edukasi-alam-di-surabaya/";"wisata instagramable surabaya-1598368175.json";"2019-12-17T15:35:43+00:00"
"143";"https://www.blogdokter.net/2019/03/30/5-destinasi-instagramable-di-surabaya-keren-banget/";"wisata instagramable surabaya-1598368175.json";"2019-03-30T01:44:55Z"
"144";"http://kominfo.jatimprov.go.id/read/umum/surabaya-punya-wisata-taman-mozaik";"wisata instagramable surabaya-1598368175.json";NULL
"145";"https://www.lamudi.co.id/journal/tempat-wisata-di-surabaya-yang-murah-dan-gratis/";"wisata instagramable surabaya-1598368175.json";"2017-06-28T01:40:29+00:00"
"146";"https://indopos.co.id/read/2020/01/11/215585/6-taman-cantik-di-surabaya-tempat-wisata-murah-bagi-backpacker/amp/";"wisata instagramable surabaya-1598368175.json";"2020-01-10T23:11:48+00:00"
"147";"https://bisniswisata.co.id/taman-mozaik-daya-tarik-wisata-kota-yang-instagramable/";"wisata instagramable surabaya-1598368175.json";NULL
"148";"https://www.finansialku.com/27-taman-di-surabaya/";"wisata instagramable surabaya-1598368175.json";"2018-03-11T03:00:10+00:00"
"149";"https://www.tripadvisor.co.id/AttractionsNear-g297715-qSUB-Surabaya_East_Java_Java";"wisata instagramable surabaya-1598368175.json";NULL
"150";"https://www.wisata.beritabali.com/read/2019/04/28/201904280007/5-tempat-wisata-di-surabaya-yang-indah-dan-instagramable#!";"wisata instagramable surabaya-1598368175.json";NULL
"151";"https://www.pegipegi.com/travel/10-tempat-wisata-malam-di-surabaya-yang-hits/";"wisata instagramable surabaya-1598368175.json";"2017-05-08T06:46:34Z"
"152";"https://www.cekaja.com/info/tujuan-wisata-favorit-dan-gratis-di-surabaya-yang-wajib-kamu-kunjungi/";"wisata instagramable surabaya-1598368175.json";"2020-01-09T09:42:02+07:00"
"153";"https://www.beepdo.com/katrina-abidin/70815/belum-banyak-orang-tahu-ini-tempat-wisata-instagramable-yang-ada-di-surabaya";"wisata instagramable surabaya-1598368175.json";"2019-10-15T10:40:53Z"
"154";"https://www.reqnews.com/leisure/12427/gak-bikin-kantong-bolong-ini-6-obyek-wisata-di-surabaya-yang-patut-dikunjungi";"wisata instagramable surabaya-1598368175.json";"2020-02-08T13:00:00Z"
"155";"https://faktualnews.co/2019/01/12/tugu-titik-nol-kilometer-surabaya-spot-baru-instagramable/117817/";"wisata instagramable surabaya-1598368175.json";"2019-01-12T05:40:40+00:00"
"156";"https://griyomapansantoso.com/2019/11/15/destinasi-wisata-taman-mozaik-di-surabaya/";"wisata instagramable surabaya-1598368175.json";NULL
"157";"http://www.kabarsurabaya.org/2018/12/wisata-foto-cantik-mall-surabaya?m=0";"wisata instagramable surabaya-1598368175.json";NULL
"158";"https://bengkuluekspress.com/3-tempat-wisata-surabaya-yang-wajib-dikunjungi/";"wisata instagramable surabaya-1598368175.json";"2019-11-14T13:40:07+00:00"
"159";"https://kuis.online/tempat-wisata/?di=surabaya";"wisata instagramable surabaya-1598368175.json";NULL
"160";"https://applelandtour.id/tag/wisata-surabaya/";"wisata instagramable surabaya-1598368175.json";NULL
"161";"https://lifestyle.okezone.com/read/2018/11/17/406/1979094/5-spot-foto-instagramable-di-surabaya-yang-nggak-boleh-dilewatkan";"wisata instagramable surabaya-1598368175.json";"2018-11-17T16:00:10+07:00"
"162";"https://www.123ish.com/id/entries/1631-tidak-hanya-hotel-dan-mall--surabaya-punya-7-wisata-alam-instagramable";"wisata instagramable surabaya-1598368175.json";NULL
"163";"https://nasional.tempo.co/read/1268000/taman-mozaik-surabaya-jadi-primadona-pengunjung";"wisata instagramable surabaya-1598368175.json";"2019-11-04T09:54:00+07:00"
"164";"https://wartawisata.id/en/2019/06/24/5-destinasi-keren-yang-sangat-instagramable-di-surabaya/";"wisata instagramable surabaya-1598368175.json";"2019-06-24T07:38:15Z"
"165";"https://kabarapa.com/10-tempat-wisata-gratis-di-surabaya-yang-keren-dan-instagramable/";"wisata instagramable surabaya-1598368175.json";"2019-09-13T09:52:37+00:00"
"166";"https://daihatsu.co.id/tips-and-event/tips-sahabat/detail-content/tempat-wisata-di-yogyakarta-yang-instagramable-cocok-untuk-berfoto";"wisata instagramable surabaya-1598368175.json";NULL
"167";"https://tempatwisataunik.com/wisata-indonesia/jawa-timur/spot-foto-di-surabaya";"wisata instagramable surabaya-1598368175.json";"2017-05-30T08:01:11+00:00"
"168";"https://www.gardenpalacehotel.co.id/post/lokasi-instagramable-yang-ada-di-surabaya-yang-wajib-anda-kunjungi";"wisata instagramable surabaya-1598368175.json";"2018-12-21T10:37:36.101Z"
"169";"https://www.wowkeren.com/berita/tampil/00232968";"wisata instagramable surabaya-1598368175.json";NULL
"170";"http://www.ratrianugrah.com/2018/01/tempat-wisata-instagramable-surabaya-menginap-di-hotel-airy-rooms";"wisata instagramable surabaya-1598368175.json";NULL
"171";"https://anekatempatwisata.com/10-tempat-wisata-di-surabaya-yang-wajib-dikunjungi/";"wisata terbaik surabaya-1598368193.json";"2014-03-15T01:54:47+00:00"
"172";"https://www.tripadvisor.co.id/Attractions-g297715-Activities-Surabaya_East_Java_Java";"wisata terbaik surabaya-1598368193.json";NULL
"173";"https://www.traveloka.com/id-id/explore/destination/15-tempat-wisata-di-surabaya-ini-tawarkan-pengalaman-liburan-menyenangkan/14606";"wisata terbaik surabaya-1598368193.json";NULL
"174";"https://travel.detik.com/domestic-destination/d-4503694/20-tempat-wisata-di-surabaya-yang-bikin-liburan-kamu-berkesan";"wisata terbaik surabaya-1598368193.json";NULL
"175";"https://mytrip123.com/daftar-tempat-wisata-keluarga-di-surabaya-dan-sekitarnya/";"wisata terbaik surabaya-1598368193.json";"2018-10-17T05:55:25+00:00"
"176";"https://www.tripzilla.id/destinasi-wisata-gratis-di-surabaya/7363";"wisata terbaik surabaya-1598368193.json";"2018-04-18T01:30:21+00:00"
"177";"https://www.nativeindonesia.com/tempat-wisata-di-surabaya/";"wisata terbaik surabaya-1598368193.json";"2019-05-08T16:50:58+07:00"
"178";"https://www.asliindonesia.net/tempat-wisata-di-surabaya/";"wisata terbaik surabaya-1598368193.json";"2019-07-27 20:56:00"
